name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
Ciompi Prestige By MMega,Centro Storico,Entire home/apt,$386.00,4.62,34,43.77266333739021,11.26417145896884,1,7
Angelico Terrace [Modern Apartment A/C],Campo di Marte,Entire home/apt,$92.00,4.94,62,43.7678021,11.2768332,2,2
Serragli Contemporary,Centro Storico,Entire home/apt,,4.0,1,43.76633821331022,11.244933790104216,1,4
Casa Bisticci,Campo di Marte,Entire home/apt,,4.97,59,43.77151517196507,11.278837475599149,5,2
[City Center] Wendy's Home In Florence,Centro Storico,Entire home/apt,$179.00,4.83,42,43.77281444048004,11.263720504939556,2,4
Pisana Apartment by Mamo Florence,Isolotto Legnaia,Entire home/apt,$436.00,4.74,50,43.77159,11.24033,1,12
Minuetto Apartment by Mamo Florence,Centro Storico,Entire home/apt,$155.00,4.5,6,43.76889,11.25998,1,4
"New, Bright and Luxury Apartment in Oltrarno",Centro Storico,Entire home/apt,$414.00,5.0,83,43.76879,11.24596,2,4
Laura Five Senses - courtyard - City Center,Centro Storico,Entire home/apt,$500.00,4.76,66,43.77269777122417,11.26416761134299,1,4
[Novoli] Modern Apartment,Rifredi,Entire home/apt,$104.00,4.71,28,43.7976436,11.2158593,1,4
Ricordi di Parigi. Attrezzata per lunghi soggiorni,Centro Storico,Entire home/apt,$83.00,4.95,37,43.7834369,11.2319035,3,4
Appartamento Matteotti,Centro Storico,Entire home/apt,$180.00,4.95,19,43.78129,11.26267,2,6
Lilly’s Apartment centro Firenze,Campo di Marte,Entire home/apt,$93.00,4.77,81,43.783627,11.2743223,1,2
Buontalenti Exclusive,Centro Storico,Entire home/apt,,5.0,1,43.77371,11.25905,1,2
Appartamento moderno a Firenze,Rifredi,Entire home/apt,$99.00,4.67,6,43.7970696,11.2402827,31,4
Duomo Deluxe Apartment,Centro Storico,Entire home/apt,$265.00,4.43,23,43.77182239634169,11.253197140241884,1,6
An alcove studio with a view in Oltrarno,Centro Storico,Entire home/apt,$167.00,4.92,63,43.76859150268641,11.24270005240628,3,2
Florence 4u for work & leisure,Rifredi,Entire home/apt,$120.00,5.0,1,43.79096,11.23109,1,4
Private room in Florence with private bathroom,Isolotto Legnaia,Private room,$59.00,4.88,94,43.7746153538356,11.213096557184857,2,2
Chic APT in Villa - Dolcevita Holiday,Campo di Marte,Entire home/apt,$300.00,4.43,7,43.78641289999999,11.275208,1,6
EcozyHouse,Centro Storico,Entire home/apt,,4.85,27,43.779252554228975,11.254855099197396,2,10
Sinfonia Apartment by Mamo Florence,Centro Storico,Entire home/apt,$217.00,4.61,31,43.76889985829315,11.259755583285171,1,7
Campuccio Terrace By MMega,Centro Storico,Entire home/apt,$127.00,4.56,18,43.765898810761456,11.24597178067914,2,4
Camera Superior con bagno privato,Centro Storico,Private room,$134.00,4.67,206,43.773901663775845,11.245985353233698,1,2
Sogni d'oro sul Ponte Vecchio,Centro Storico,Entire home/apt,$166.00,4.92,64,43.7674123,11.2519059,2,4
Dora's House Firenze,Campo di Marte,Entire home/apt,$86.00,4.36,107,43.77323981773881,11.278387940501895,1,3
Lorena relax in Florence,Campo di Marte,Entire home/apt,$202.00,4.6,10,43.7831792,11.2649112,3,5
Granduca Penthouse,Centro Storico,Entire home/apt,$631.00,4.82,11,43.77724,11.25029,1,10
Appartamento d'epoca in centro,Centro Storico,Entire home/apt,$101.00,4.73,88,43.77442749999999,11.2467577,3,3
Cristofori By MMega,Centro Storico,Entire home/apt,$118.00,,0,43.78387,11.23953,30,4
Casa di Zoe - Sweet Dreams in Florence,Campo di Marte,Entire home/apt,"$1,000.00",4.75,4,43.78164409999999,11.289595,1,6
Florence amazing house,Gavinana Galluzzo,Entire home/apt,$125.00,4.78,91,43.7622735,11.2753582,2,4
Casa moderna vicina al centro,Campo di Marte,Entire home/apt,$69.00,4.95,113,43.78447,11.26384,4,2
Novella House Leonardo,Centro Storico,Entire home/apt,$220.00,4.81,16,43.77259,11.24676,1,4
Duomo Cozy Home,Centro Storico,Entire home/apt,$102.00,4.76,29,43.772709548889054,11.255065272114548,7,2
"""Home & Garden in Florence"" [Near the station]",Centro Storico,Entire home/apt,$182.00,4.87,134,43.77447388571761,11.245658916808722,2,4
Mattonaia s.Ambrogio,Centro Storico,Entire home/apt,$101.00,4.94,69,43.77433867937139,11.269970565761124,4,2
Appartamento Centro Firenze,Centro Storico,Entire home/apt,$114.00,4.84,145,43.77365207359494,11.245344152994598,2,3
San Niccolo Apartament,Centro Storico,Entire home/apt,$238.00,4.38,32,43.76414194724415,11.262631373905132,1,4
Luxury apartment in prime location,Centro Storico,Entire home/apt,$406.00,4.87,94,43.7659725,11.2497933,3,6
bilocale in centro,Centro Storico,Private room,$49.00,3.0,4,43.77847783754983,11.254715658724308,31,3
The Florentine Home,Centro Storico,Entire home/apt,$279.00,5.0,182,43.76878068842156,11.257721073925495,2,4
Green oasis: design house with beautiful garden,Gavinana Galluzzo,Entire home/apt,$325.00,4.69,13,43.76376418519746,11.280464274748446,2,4
Santacroce lovely apartment in Florence,Centro Storico,Entire home/apt,$198.00,4.67,12,43.77128,11.26994,2,6
Moro Apartment ONE,Centro Storico,Entire home/apt,$166.00,4.63,56,43.77109161553086,11.248135005821908,2,4
Moro Apartment TWO,Centro Storico,Entire home/apt,$131.00,4.73,73,43.77111928288387,11.248214676057437,2,2
Luminoso appartamento Signoria,Centro Storico,Entire home/apt,"$2,077.00",4.91,64,43.76955,11.25476,1,5
Appartamento storico & design,Centro Storico,Entire home/apt,$126.00,5.0,8,43.7643127,11.2630244,2,4
Loft libertà,Campo di Marte,Entire home/apt,,4.77,48,43.78356,11.26364,3,3
"cozy quiet studio in the city center ""Pergola Apt""",Centro Storico,Entire home/apt,$98.00,4.69,86,43.77385254137878,11.261842781448497,1,2
"Luxury Apartment - San Pancrazio, Florence",Centro Storico,Entire home/apt,$363.00,5.0,11,43.77216,11.24972,2,6
YID D'Azeglio luxury apartment with free parking,Centro Storico,Entire home/apt,,4.5,12,43.77425,11.27,2,7
Luxury San Niccolò By MMega,Centro Storico,Entire home/apt,$162.00,4.67,46,43.76416,11.26035,1,6
YiD Cairoli design apartment,Campo di Marte,Entire home/apt,$125.00,4.64,11,43.78688,11.28288,2,6
"Santa Croce, young crowd's flat, historical center",Centro Storico,Entire home/apt,$208.00,4.89,9,43.76767824376851,11.26071835219917,2,10
Appartamento Anfitrione,Centro Storico,Entire home/apt,$334.00,4.57,30,43.768811040952414,11.261793555779864,1,6
Il Vagello B&B deluxe,Centro Storico,Private room,$91.00,4.47,148,43.76762864876165,11.259219347885114,1,4
La noce quiet place next to lively San Lorenzo,Centro Storico,Entire home/apt,$111.00,4.08,95,43.776598504422914,11.253800585533932,1,2
San Zanobi Family Suite in Florence,Centro Storico,Entire home/apt,$207.00,4.0,1,43.78134811000684,11.25565514246336,2,4
Santa Maria Novella | Amber Wood Flat,Centro Storico,Entire home/apt,$270.00,4.85,95,43.776453620498295,11.24111014732696,1,6
Rosa Apartment by Mamo Florence,Centro Storico,Entire home/apt,$131.00,4.33,6,43.7696,11.26344,1,4
Pitti Design apartment,Centro Storico,Entire home/apt,$140.00,4.91,79,43.76494278194364,11.247730676721188,3,2
Oblò sulla Corte,Centro Storico,Entire home/apt,$53.00,4.93,56,43.7685224,11.2457802,2,4
Art Apartment SMN,Centro Storico,Entire home/apt,$267.00,4.89,155,43.7754062,11.2460585,2,6
"APT-2BDR, ai piedi del piazzale Michelangelo",Gavinana Galluzzo,Entire home/apt,$89.00,4.92,135,43.76235604539716,11.274776235222816,2,4
Il Vagello B&B Superior,Centro Storico,Private room,$80.00,4.47,98,43.767618117289565,11.259251534393291,1,2
Cozy home in the heart of San Frediano,Centro Storico,Entire home/apt,$112.00,5.0,28,43.76279162573891,11.243030864418015,3,4
Charme Of Santa Maria Novella,Centro Storico,Entire home/apt,$144.00,4.77,138,43.7793235,11.2446274,2,4
Campo di Marte cozy rooms 1,Campo di Marte,Private room,$57.00,4.8,124,43.7723917,11.2846217,1,2
Campo di Marte Cozy Room 3,Campo di Marte,Private room,$64.00,4.85,104,43.771195109056926,11.283536561736597,1,2
Campo di Marte cozy rooms 2,Campo di Marte,Private room,$62.00,4.82,112,43.7723917,11.2846217,1,2
Signoria - Condotta - Grazioso Bilocale,Centro Storico,Entire home/apt,"$1,611.00",5.0,8,43.77111222371825,11.257193506909823,1,3
3 Uffizi High Floor apartment,Centro Storico,Entire home/apt,$140.00,4.93,122,43.768,11.2556,4,4
Sprone Apartment  by Mamo Florence,Centro Storico,Entire home/apt,$163.00,4.59,58,43.76704014687298,11.250855131531637,1,6
L'Angolo di Ponte Vecchio,Centro Storico,Entire home/apt,$142.00,4.88,69,43.76704,11.25142,2,2
Rosso Fiorentino,Campo di Marte,Entire home/apt,$79.00,4.96,77,43.7690785635844,11.27420841357548,2,2
Gli Orti Di Machiavelli,Centro Storico,Entire home/apt,$176.00,4.97,97,43.7751525,11.2437985,1,2
Florentine rooftop apartment - FlorenceHospitality,Centro Storico,Entire home/apt,$137.00,4.98,83,43.76843130989781,11.257379762828348,1,4
-Suite with Private Cristal glass Bathroom-,Centro Storico,Private room,$105.00,4.92,120,43.7792222,11.2427823,1,2
CDM Studio by FlorenceHospitality,Campo di Marte,Entire home/apt,$103.00,4.63,76,43.77409022238596,11.275901293533446,1,2
San Niccolò Dream By MMega,Centro Storico,Entire home/apt,$110.00,4.63,19,43.7645,11.26024,1,4
[Calimala House] Historic Market Square View,Centro Storico,Entire home/apt,$238.00,4.94,114,43.7700961,11.2544689,2,4
"La Candida Rosa, spacious and central in Firenze",Centro Storico,Entire home/apt,$382.00,,0,43.777734,11.2546909,3,6
Keys of Italy -PN1 -Train Sation 1Bedr Flat,Centro Storico,Entire home/apt,$900.00,4.68,59,43.7801498,11.2399363,1,4
Brunelleschi Oasis - 20 Steps from Piazza Duomo,Centro Storico,Entire home/apt,$407.00,4.8,94,43.7719741,11.253674,1,4
Casa di Anna la pittrice pratese,Campo di Marte,Entire home/apt,$95.00,4.67,27,43.77532998862833,11.288810696262171,2,2
Ponte Vecchio suite,Centro Storico,Entire home/apt,$125.00,4.6,116,43.7673569,11.2523822,2,2
Demidoff 27 Super Comfort 1,Rifredi,Private room,$75.00,4.9,42,43.7889055,11.2271768,2,2
appartamento bilocale soppalcato,Gavinana Galluzzo,Entire home/apt,$88.00,4.98,50,43.76221464683241,11.279584430158138,2,3
Peaceful apartment with private garden,Campo di Marte,Entire home/apt,$223.00,4.77,26,43.78281,11.27902,1,2
Michelangelo Suite,Centro Storico,Entire home/apt,$236.00,4.83,126,43.7734738,11.2478517,1,2
Casa Lucia camera con terrazzo,Gavinana Galluzzo,Private room,$95.00,4.87,15,43.7494518,11.284885,2,2
Santissima7: apartment in centro storico a Firenze,Centro Storico,Entire home/apt,$220.00,4.89,90,43.776858167950046,11.260407562805732,2,4
Arcipressi28 Guest House Firenze,Isolotto Legnaia,Private room,$68.00,,0,43.76220520329528,11.209937185049055,31,2
Duomo Five Stars,Centro Storico,Entire home/apt,$400.00,5.0,125,43.77308071146717,11.253920223942586,1,4
Toscan apartment in Oltrarno,Centro Storico,Entire home/apt,$120.00,4.85,65,43.764197770867526,11.244281612398291,2,4
Vicolo dei Malespini,Centro Storico,Entire home/apt,$600.00,4.89,9,43.7696332,11.254919,1,2
La casa di Emilia,Campo di Marte,Entire home/apt,$86.00,4.99,88,43.770172,11.2735399,2,3
-Suite with Private Cristal glass Bathroom-,Centro Storico,Private room,$105.00,4.92,109,43.77814588837851,11.239992805669816,1,2
"Beautiful terraced apartment, perfect location",Centro Storico,Entire home/apt,$255.00,5.0,12,43.76762,11.25092,1,4
Cozy apartment in Firenze,Centro Storico,Entire home/apt,$80.00,4.86,29,43.78480174187517,11.228832341730596,3,2
-Double Bed Room & Private Bathroom-Sweet Florence,Centro Storico,Private room,$105.00,4.92,89,43.78014,11.24365,1,2
Experience Florence with history,Centro Storico,Entire home/apt,$186.00,4.99,89,43.77313,11.265,2,4
Ramaglianti Apartment,Centro Storico,Entire home/apt,$119.00,4.76,34,43.7673940064659,11.2513104613596,1,2
Porta a Prato 46,Centro Storico,Entire home/apt,$124.00,4.89,61,43.77656,11.24062,2,4
Luxury Apartment n.3 - KUKI STAY Ponte Vecchio,Centro Storico,Entire home/apt,$245.00,4.82,162,43.7672549,11.2530102,1,4
Luxury Apartment n.2 - KUKI STAY Ponte Vecchio,Centro Storico,Entire home/apt,$222.00,4.98,171,43.7672549,11.2530102,1,4
SMN Station 1,Centro Storico,Entire home/apt,$146.00,4.53,80,43.77671511953114,11.249478822008475,2,6
San Benedetto Apartment,Centro Storico,Entire home/apt,$250.00,4.78,37,43.7722979009646,11.2570924208494,1,4
The modern apartament in Florence,Gavinana Galluzzo,Entire home/apt,$120.00,4.65,17,43.7620559,11.2829411,1,4
San Zanobi 33,Centro Storico,Entire home/apt,,4.5,6,43.7788673956062,11.2550259699406,1,2
SMN Station 2,Centro Storico,Entire home/apt,$152.00,4.75,76,43.7771217,11.2493995,2,4
Piccolo Rifugio in Santa Croce,Centro Storico,Entire home/apt,$315.00,4.58,95,43.76777,11.26011,2,4
La casina delle 6M,Centro Storico,Entire home/apt,$171.00,4.97,36,43.76893152981759,11.263323538005352,2,6
Modern Private Florence Apt 2br,Gavinana Galluzzo,Entire home/apt,$155.00,5.0,31,43.76301,11.27991,2,4
Decameron’s Suites - Appartamento Calandrino,Campo di Marte,Entire home/apt,$75.00,4.69,86,43.7866609,11.2636083,2,4
TT Home,Gavinana Galluzzo,Entire home/apt,$86.00,5.0,29,43.7575885,11.2954729,3,4
Decameron’s Suites - Appartamento Monna Tessa,Campo di Marte,Entire home/apt,$79.00,4.7,79,43.7866609,11.2636083,2,3
Decameron’s Suites Apartment,Campo di Marte,Entire home/apt,$212.00,5.0,1,43.7866609,11.2636083,2,7
Center San Lorenzo Mkt 1Bdrm Apt,Centro Storico,Entire home/apt,$128.00,4.95,56,43.77777199522776,11.252763584655758,1,2
Central Florence 3BR- 8 beds-family friendly stay,Centro Storico,Entire home/apt,$187.00,4.88,43,43.7693588,11.252505,1,8
casa Lucia con terrazzo,Gavinana Galluzzo,Entire home/apt,$117.00,5.0,13,43.75009,11.28572,2,4
"""Milune"" Duomo",Centro Storico,Entire home/apt,$280.00,5.0,126,43.7752607,11.2593,3,4
Private Suite with cute garden close to the centre,Campo di Marte,Private room,$114.00,4.74,34,43.77186589999999,11.280914,2,4
Camera in stile Novecento,Rifredi,Private room,$50.00,4.73,40,43.79296,11.20711,1,2
"Orange Light, nice & cozy flat with Duomo terrace",Isolotto Legnaia,Entire home/apt,$102.00,4.97,70,43.77247,11.22714,3,3
Luminosa e ampia camera doppia,Campo di Marte,Private room,$52.00,5.0,14,43.77619161139324,11.30160664586116,1,2
"White, with some yellow in downtown Florence",Centro Storico,Entire home/apt,$156.00,4.99,73,43.7685536,11.2587702,2,2
Barco Guest House,Rifredi,Entire home/apt,$91.00,4.9,58,43.7926461,11.2143597,2,2
Two floors of BLUE in the center of Florence,Centro Storico,Entire home/apt,$191.00,4.98,103,43.7685536,11.2587702,2,4
Dai Maestri,Campo di Marte,Entire home/apt,$104.00,5.0,2,43.7778168,11.2750088,2,4
Appartamento Stradivari nel cuore di Firenze,Centro Storico,Entire home/apt,$168.00,4.53,32,43.78039408145355,11.260427422821522,2,4
Magnoli cozy flat 2 steps from Ponte Vecchio,Centro Storico,Entire home/apt,$110.00,4.37,46,43.76697,11.25484,1,3
"Private Room with AC , Self Check In Free Parking",Gavinana Galluzzo,Private room,$71.00,4.81,119,43.75592,11.24149,1,2
Baldovini Apartment by Mamo Florence,Gavinana Galluzzo,Entire home/apt,$141.00,4.76,17,43.76283,11.27612,1,6
Lovely Apartment near Piazza della Signoria,Centro Storico,Entire home/apt,$175.00,4.5,22,43.768803864611705,11.257453293254098,3,4
Large & Eclectic 2BR 1-min walk by P.zza Signoria,Centro Storico,Entire home/apt,$151.00,4.38,65,43.7708655,11.2486592,3,6
Ai Colli,Centro Storico,Entire home/apt,$162.00,4.99,110,43.76813,11.26799,2,4
Private Room with cute Garden close to the centre,Campo di Marte,Private room,$76.00,4.79,48,43.77186589999999,11.280914,2,2
[Fairmont] caffè & wi-fi,Centro Storico,Entire home/apt,$146.00,4.77,84,43.7772447,11.2561713,2,4
Vittoria Suite,Centro Storico,Entire home/apt,$149.00,4.9,113,43.77324119613114,11.26291604730337,2,2
[Cristal Suite] Netflix & wi-fi,Centro Storico,Entire home/apt,$113.00,4.65,104,43.7772447,11.2561713,2,2
Lovely modern apartment with large terrace!,Campo di Marte,Entire home/apt,$87.00,5.0,38,43.7793749,11.2893836,2,2
Cozy flat close to Ponte Vecchio and Pitti Palace,Centro Storico,Entire home/apt,$82.00,4.75,51,43.76521182369488,11.244849149212666,2,2
L'angolo verde di S.Niccolò,Centro Storico,Entire home/apt,$160.00,4.98,60,43.7643546,11.2633902,3,4
Carino & Accogliente Apt. intero rinnovato 05/2024,Centro Storico,Entire home/apt,$63.00,4.96,47,43.78467,11.23372,2,2
Appartamento DV21,Campo di Marte,Entire home/apt,$90.00,4.91,11,43.783609,11.26456,3,2
Guendalina Apartment by Mamo Florence,Centro Storico,Entire home/apt,$198.00,4.48,82,43.77257,11.25568,1,6
"Virgilio Flat, central and tranquil in Firenze",Centro Storico,Entire home/apt,$244.00,,0,43.77734776012061,11.253844261447512,3,6
Dimora La Terrazza Di Careggi,Rifredi,Entire home/apt,$100.00,4.14,7,43.80502,11.24398,2,3
Panzani Blue,Centro Storico,Entire home/apt,$170.00,4.83,127,43.77363,11.25194,1,4
"Romantic, welcoming, 5 min from Duomo and station",Centro Storico,Entire home/apt,$204.00,4.96,179,43.772862147646585,11.250249065237394,2,3
Ginori Court - Italian Nights Collection,Centro Storico,Entire home/apt,$132.00,4.84,92,43.775,11.2553,1,4
Sofia appartments,Rifredi,Entire home/apt,$77.00,4.92,37,43.79153597258443,11.249676240784176,2,4
Garden Duomo House,Centro Storico,Entire home/apt,$455.00,4.98,52,43.7620384,11.262085,3,4
Attico nel cuore di Firenze con terrazza e jacuzzi,Centro Storico,Entire home/apt,$511.00,5.0,63,43.7699524,11.2514581,2,2
Pied-à-terre Nardi central&cosy w/free parking,Campo di Marte,Entire home/apt,$118.00,4.82,57,43.776373,11.2700252,2,4
Maison Orange Suite,Centro Storico,Private room,,,0,43.7689873,11.2572762,4,2
La Casa di Raida,Centro Storico,Entire home/apt,,4.79,24,43.773166,11.2447171,1,3
Appartamento di Lusso Madaro,Centro Storico,Entire home/apt,"$1,053.00",,0,43.76959,11.26016,3,6
Appartamento di lusso Donato,Centro Storico,Entire home/apt,$970.00,,0,43.76757059878478,11.260680438890402,3,7
"Apartment ""Il Monte Old Bridge""",Isolotto Legnaia,Entire home/apt,$58.00,4.83,120,43.7686296,11.1981948,1,4
Appartamento di Lusso Aldo,Centro Storico,Entire home/apt,$980.00,5.0,1,43.76916413631675,11.259963397107033,3,6
Appartamento di Lusso Luigi,Centro Storico,Entire home/apt,$980.00,5.0,1,43.76924,11.26177,3,6
Appartamento di Lusso Mirante,Centro Storico,Entire home/apt,"$1,053.00",,0,43.76811,11.26189,3,4
Appartamento di Lusso Mino,Centro Storico,Entire home/apt,$660.00,5.0,1,43.76985387729852,11.260552308377564,3,3
Appartamento di Lusso Bertevello,Centro Storico,Entire home/apt,$660.00,,0,43.76984805978972,11.26165323790506,31,6
Appartamento di Lusso Levante,Centro Storico,Entire home/apt,$660.00,,0,43.76835372236541,11.262163305038063,3,5
Appartamento di Lusso Benarrivo,Centro Storico,Entire home/apt,,,0,43.76898,11.26211,31,5
Lambe Suite | Where Elegance meet Florentine Charm,Centro Storico,Entire home/apt,$255.00,4.95,98,43.76892,11.2544,2,2
Appartamento di Lusso Paride,Centro Storico,Entire home/apt,$660.00,,0,43.767759482978406,11.259897987892767,31,4
Over the roofs of Florence,Centro Storico,Entire home/apt,$181.00,5.0,10,43.770824,11.2504531,2,3
Il Sole Splende a Firenze + Parking!,Isolotto Legnaia,Entire home/apt,$179.00,4.92,26,43.7736984,11.2233939,2,4
casa delle camelie,Gavinana Galluzzo,Entire home/apt,$685.00,5.0,3,43.75923721417418,11.270800079237004,31,6
Luminoso appartamento a 9 min dal Brunelleschi - J,Centro Storico,Entire home/apt,$77.00,4.71,24,43.7842025,11.2314556,2,4
Bufalini Boutique Apartment,Centro Storico,Entire home/apt,$229.00,4.8,20,43.7739497,11.2582429,2,4
Accademia Charme,Centro Storico,Entire home/apt,$269.00,,0,43.77565,11.25743,3,6
Brunelleschi by the Duomo - Bufalini Apartments,Centro Storico,Entire home/apt,$422.00,,0,43.7737083,11.2584695,3,9
Il mio Loft a Firenze,Campo di Marte,Entire home/apt,$250.00,5.0,14,43.77782938498385,11.277923181578377,1,2
[Santa Croce best view] the terrace of artists,Centro Storico,Entire home/apt,$225.00,4.81,162,43.76913851555882,11.260666139423847,1,6
GREEN like hope in Florence,Centro Storico,Entire home/apt,$186.00,5.0,77,43.7685536,11.2587702,1,5
RED into the heart of Florence,Centro Storico,Entire home/apt,$191.00,4.97,58,43.76950641028298,11.257903206979588,2,4
Unique and antique apartment,Centro Storico,Entire home/apt,$212.00,,0,43.7647728,11.2458199,1,6
Luminosa e Accogliente Dimora Viale Mazzini,Campo di Marte,Entire home/apt,$128.00,4.91,47,43.7755052,11.2755029,3,6
Leone three bedroom in Oltrarno,Centro Storico,Entire home/apt,$125.00,4.4,25,43.7680483,11.2421527,2,6
Mini camera privata AC a due passi dal centro,Campo di Marte,Private room,$76.00,4.94,115,43.76878,11.27547,3,2
Giannotti House,Gavinana Galluzzo,Entire home/apt,$111.00,4.86,7,43.75684,11.28576,2,2
Oltrarno Rooftop Great View 6px,Centro Storico,Entire home/apt,$393.00,4.91,22,43.76761333200762,11.244815179805988,3,6
Magnifico 6,Centro Storico,Entire home/apt,$585.00,,0,43.76718,11.25949,2,6
Magnifico 4,Centro Storico,Entire home/apt,$508.00,5.0,1,43.768333097073686,11.261468670562747,2,4
Benedetta 6,Centro Storico,Entire home/apt,$506.00,5.0,3,43.76855531530696,11.261744385844596,2,6
Benedetta 4,Centro Storico,Entire home/apt,$422.00,,0,43.7683903478859,11.259571026257287,2,4
Conte Jacopo - La Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$942.00,4.94,36,43.767312758796,11.259412682803,1,6
Wohnung mit Blick auf Florenz,Isolotto Legnaia,Entire home/apt,$75.00,4.88,16,43.76125,11.21354,3,4
Appartamento strategico vicino al centro,Rifredi,Entire home/apt,,4.89,36,43.79588400500615,11.237567028907652,2,5
Cavalier Paolo-La Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$782.00,5.0,21,43.767312758796,11.259412682803,1,4
Luminoso appartamento a 9 min dal Brunelleschi - F,Centro Storico,Entire home/apt,$76.00,4.97,29,43.78354702903314,11.230702422043253,2,4
Il Palagio Dei Bardi,Rifredi,Entire home/apt,$120.00,4.0,1,43.809036241564606,11.23524644756442,2,5
"Beatrice, lovely bedroom & balcony in Firenze",Centro Storico,Entire home/apt,$179.00,,0,43.7782185669038,11.255645685928313,2,2
Piccolo monolocale vicino al centro,Isolotto Legnaia,Entire home/apt,$72.00,4.93,61,43.76648145563872,11.21540407226892,3,2
Flat 52 in S. Jacopino,Centro Storico,Entire home/apt,$79.00,4.92,51,43.7862772,11.234814,1,3
[Duomo-Uffizi] Appartamento Luxury III,Centro Storico,Entire home/apt,$150.00,4.55,93,43.76885,11.25451,2,3
ROYAL Apartment Uffizi  Centro Storico +Garage,Centro Storico,Entire home/apt,$246.00,4.91,130,43.76731147431151,11.258479133248327,2,4
A Trip to Florence,Rifredi,Entire home/apt,$95.00,4.9,41,43.7924203837696,11.221767476196284,4,3
Bright and central with balcony,Centro Storico,Entire home/apt,$144.00,4.85,26,43.77188,11.26534,3,4
Florentine Spirit,Centro Storico,Entire home/apt,$98.00,4.79,33,43.76528301486992,11.246831273016356,3,3
Open space luminoso e moderno in San Lorenzo,Centro Storico,Entire home/apt,$159.00,4.96,165,43.779557727760434,11.25579755057915,2,3
G&G house it048017c2dpr7r8ha,Centro Storico,Entire home/apt,$78.00,4.81,107,43.78554711454063,11.23575558656178,2,4
Porta Romana Apartment,Centro Storico,Entire home/apt,$570.00,4.73,30,43.7618389,11.2429247,2,5
Penthouse with a Florentine soul -next the Duomo,Centro Storico,Entire home/apt,$179.00,4.94,66,43.77164762186659,11.257263422550585,2,6
Appartamento Firenze centro,Centro Storico,Entire home/apt,$125.00,4.96,131,43.77585257579364,11.252816401777274,2,3
Villa Castaldi Firenze vicina al centro,Rifredi,Entire home/apt,$140.00,4.92,92,43.79769157178245,11.248372071797895,2,7
Appartamento Firenze,Gavinana Galluzzo,Entire home/apt,$120.00,4.73,22,43.7614461,11.2834464,2,4
Stanza 22 mq+ Bagno + Parcheggio 10 minuti centro,Rifredi,Private room,$117.00,4.98,129,43.792748,11.2215485,1,3
Central and quiet apartment!,Centro Storico,Entire home/apt,$153.00,,0,43.76971278935037,11.265591749737547,2,3
"Central Florence Italian home, Jacuzzi in bedroom",Centro Storico,Entire home/apt,$148.00,4.89,35,43.7758173426209,11.256457796295152,31,2
Wine Apartments Florence Bolgheri,Centro Storico,Entire home/apt,$500.00,4.65,43,43.7722366935,11.2504531,1,12
Villino in San Frediano in quiet area,Isolotto Legnaia,Entire home/apt,$287.00,4.88,50,43.76756168711884,11.237017904229733,1,5
Monolocale spazioso con parcheggio privato,Campo di Marte,Entire home/apt,$71.00,4.85,150,43.7691899,11.2893155,2,2
Residenza Santa Croce - 1A,Centro Storico,Entire home/apt,$159.00,4.78,23,43.76769837600592,11.26399201947092,2,4
Residenza Santa Croce - 2A,Centro Storico,Entire home/apt,$210.00,4.94,32,43.76929,11.26262,2,4
Residenza Santa Croce - 1B,Centro Storico,Entire home/apt,$228.00,4.79,14,43.76975948269094,11.264045125036665,2,5
Residenza Santa Croce - 2B,Centro Storico,Entire home/apt,$255.00,4.76,17,43.76835,11.26238,2,5
Appartamento 3A - Residenza Santa Croce,Centro Storico,Entire home/apt,$315.00,4.61,18,43.76904442799091,11.2645923171313,2,6
Residenza Santa Croce - 3B,Centro Storico,Entire home/apt,$328.00,4.6,15,43.769257017108245,11.262766512479764,2,8
Casa Attilia - Green cozy corner on the city walls,Centro Storico,Entire home/apt,$167.00,4.91,76,43.7642625,11.2588664,3,4
Vista Duomo - San Giovanni - Casa Barontini,Centro Storico,Entire home/apt,$283.00,4.87,30,43.7735207,11.2546919,3,4
Vista Duomo - Arcivescovado - Casa Barontini,Centro Storico,Entire home/apt,$234.00,4.81,16,43.77340449371384,11.254718722090148,3,4
Piazza Duomo - San Lorenzo - Casa Barontini,Centro Storico,Entire home/apt,$174.00,5.0,2,43.77360979133312,11.254600704893493,3,4
Armonia apartment - A 10' dal centro storico,Rifredi,Entire home/apt,$130.00,5.0,14,43.79009286405749,11.23074704253435,2,2
Alfani Deluxe Apartment by Mamo Florence,Centro Storico,Entire home/apt,$253.00,4.81,37,43.77464843258639,11.26023825698863,1,6
Settignano Quiet Apartment with Private Parking,Campo di Marte,Entire home/apt,$73.00,4.45,73,43.7831082,11.3213248,2,4
Peaceful Room,Centro Storico,Private room,$96.00,4.93,30,43.78643380022906,11.23357167101244,1,2
Albero Nel cuore della città luminoso e silenzioso,Centro Storico,Entire home/apt,$70.00,4.92,13,43.77537,11.24813,60,3
Angela's Studio in Oltrarno,Centro Storico,Entire home/apt,,5.0,9,43.764367331854615,11.244551974151552,31,2
New Residenza Dei Cerchi,Centro Storico,Entire home/apt,$220.00,4.84,251,43.7711846,11.2561423,1,10
