name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
UFFIZI-PONTE VECCHIO apartment,Centro Storico,Entire home/apt,$264.00,4.77,208,43.76798,11.25907,3,6
Chez Moi Firenze B&B,Campo di Marte,Private room,$123.00,5.0,3,43.78565,11.27199,15,4
Studio close to touristic sites,Centro Storico,Entire home/apt,$63.00,4.78,215,43.77334,11.2638,5,2
Loft on Duomo Cathedral in Florence,Centro Storico,Entire home/apt,$156.00,4.73,60,43.77407,11.25794,10,2
Central historic flat in Florence,Centro Storico,Entire home/apt,$95.00,4.69,193,43.77309,11.26996,3,2
Beautiful room in Florence,Gavinana Galluzzo,Private room,$143.00,4.47,36,43.7631,11.27331,2,2
Modernity in Florence-relax near the center,Isolotto Legnaia,Entire home/apt,$135.00,4.84,111,43.77475,11.2043,1,2
Bilocale a Firenze confortevole,Campo di Marte,Entire home/apt,$76.00,4.98,44,43.76818,11.28063,5,2
Aunt Lena's apartment,Centro Storico,Entire home/apt,$160.00,5.0,21,43.7724,11.25123,31,3
Just steps away from the Duomo,Centro Storico,Entire home/apt,$94.00,4.67,285,43.77295,11.25992,2,2
"Charming Apartment, Palazzo Valori",Centro Storico,Entire home/apt,$194.00,4.93,123,43.77146788002116,11.25956705250394,4,2
"San Lorenzo Loft, close to SMN train station",Centro Storico,Entire home/apt,$115.00,4.52,91,43.77883,11.25517,2,4
"San Lorenzo Terrace, suggestiva vista del Duomo",Centro Storico,Private room,$145.00,4.57,217,43.77883,11.25517,1,2
Charming flat next to S. Marco,Centro Storico,Entire home/apt,$130.00,4.56,372,43.77596,11.26542,2,5
"Charming house in Florence, Iris",Campo di Marte,Entire home/apt,$135.00,4.88,41,43.78016,11.31011,4,4
Appartamento Leone Piazza del Carmine,Centro Storico,Entire home/apt,$98.00,4.78,66,43.76719,11.24216,4,3
Novella House Pittalis,Centro Storico,Entire home/apt,$298.00,4.77,257,43.77306,11.24678,1,8
Real charme near the Uffizi gallery,Centro Storico,Entire home/apt,$197.00,4.99,100,43.76841735839844,11.258137702941896,3,5
Acacia Firenze - Quercia,Centro Storico,Entire home/apt,$159.00,4.77,186,43.77036,11.25608,3,3
Venus - On the roofs of Florence,Centro Storico,Entire home/apt,$190.00,4.85,381,43.77191,11.2651,1,5
"Flat Beccaria Alberti Terraces, Free Parking",Campo di Marte,Entire home/apt,$136.00,4.38,29,43.76728,11.28376,5,4
A Renaissance Atmosphere ( Duomo ),Centro Storico,Entire home/apt,$204.00,4.74,199,43.77755,11.25403,3,5
Central Florence Merville House,Centro Storico,Entire home/apt,$105.00,4.83,29,43.76767,11.2431,2,4
Ponte Vecchio - San Jacopo (Duomo),Centro Storico,Entire home/apt,$202.00,4.91,294,43.76759,11.25253,2,6
Firenze Rentals Suite Corso 12,Centro Storico,Entire home/apt,$514.00,4.85,479,43.7716,11.25656,1,6
Loft Charming Residence in Florence,Centro Storico,Entire home/apt,$122.00,4.89,19,43.76617,11.24689,31,4
Loft a Pontevecchio,Centro Storico,Entire home/apt,$122.00,4.86,489,43.76555,11.25645,3,5
Vintage Studio near Chapelle Brancacci,Centro Storico,Entire home/apt,$57.00,4.83,97,43.76657243585923,11.246352212092791,2,2
CAMERA GLICINE Chez Moi  B&B,Campo di Marte,Private room,$114.00,4.5,4,43.78508,11.27206,15,2
Yome - Panoramic Loft - terrace Duomo view,Centro Storico,Entire home/apt,$216.00,4.73,464,43.77147,11.25768,31,2
Charming and  Spacious Apartment,Centro Storico,Entire home/apt,$170.00,4.91,81,43.76883,11.24711,3,4
QUIET ROOM IN CENTRAL LOFT,Centro Storico,Private room,$54.00,4.78,49,43.76855,11.26594,2,2
Appartamento  VESPUCCI  ( 2+2 ),Centro Storico,Entire home/apt,$70.00,4.2,5,43.7753,11.24632,31,2
Appartamento  COLOMBO  ( 2+2 ),Centro Storico,Entire home/apt,$111.00,5.0,2,43.77443,11.24554,31,4
Romantic Apartment,Centro Storico,Entire home/apt,$133.00,4.89,235,43.77324,11.2637,3,4
Appartamento MAGELLANO (4+2+2 ),Centro Storico,Entire home/apt,$141.00,5.0,2,43.7734,11.24471,31,8
Luxury Apartment front Duomo Terrace View Ac Wifi,Centro Storico,Entire home/apt,$217.00,4.93,452,43.77268,11.25397,2,4
Top Location New Apartment Piazza Signoria Uffizi,Centro Storico,Entire home/apt,$128.00,4.91,339,43.76941,11.25496,2,2
60m² Comfort Just 10 Min to Ponte Vecchio,Centro Storico,Entire home/apt,$150.00,4.91,44,43.76585,11.24512,3,5
Timeless Charm in the Heart of Florence!,Centro Storico,Entire home/apt,$162.00,4.95,42,43.76556,11.2461,3,4
Cimatori in the Heart of Florence,Centro Storico,Entire home/apt,,4.57,68,43.77002,11.25717,90,7
Explore Via Tornabuoni from a Lavish Serviced Suite,Centro Storico,Entire home/apt,$238.00,4.81,57,43.77014,11.25045,1,4
Keys of Italy-CorsoS-9-Studio by Palazzo Vecchio,Centro Storico,Entire home/apt,$178.00,4.4,297,43.77120971679688,11.256562232971191,1,2
"Bright comfortable "" mini-loft""",Rifredi,Entire home/apt,$59.00,4.81,27,43.79022,11.25304,31,2
Monolocale nel cuore di Firenze,Centro Storico,Entire home/apt,$86.00,4.56,414,43.77714920043945,11.253080368041992,2,2
Florence Holiday 313,Centro Storico,Entire home/apt,$80.00,4.5,29,43.77482,11.25873,2,2
Delightful villa with a lush garden,Gavinana Galluzzo,Entire home/apt,$236.00,4.63,54,43.75432,11.29922,31,8
MODERN AND COMFORTABLE LOFT.,Centro Storico,Entire home/apt,$137.00,4.86,384,43.769047,11.259574,4,4
"Apt with Wifi, A/C, private parking",Campo di Marte,Entire home/apt,$189.00,4.89,209,43.76759,11.28741,3,8
Home from home in Florence,Centro Storico,Entire home/apt,$180.00,4.94,261,43.77579,11.25545,3,6
"Galantino, confortevole appartamento in centro",Centro Storico,Entire home/apt,$114.00,4.82,508,43.775276,11.246008,2,3
Romama - Cozy apartment,Centro Storico,Entire home/apt,$84.00,4.79,14,43.76043,11.24279,90,4
Apartment CasaInFlorence,Isolotto Legnaia,Entire home/apt,$99.00,4.77,49,43.76435,11.21686,3,4
Keys of Italy -Guanto15Bil-1Bdr flat by the Uffizi,Centro Storico,Entire home/apt,$153.00,4.34,177,43.76823043823242,11.257267951965332,1,2
Allegri Loft - Classic Italian Charme in S.Croce,Centro Storico,Entire home/apt,$196.00,4.97,158,43.76876898260668,11.26297236894318,4,4
"Fior di Gelsomino ""Vecchia Cartoleria""",Gavinana Galluzzo,Private room,$95.00,4.91,43,43.75364,11.24287,2,2
Oltrarno large apartment 450mt to Ponte Vecchio,Centro Storico,Entire home/apt,$287.00,4.59,82,43.76516,11.24838,3,6
Ponte Vecchio Unique,Centro Storico,Entire home/apt,$218.00,4.49,216,43.7664,11.25431,2,4
"Ampio appartamento, silenzioso Casa Adele Firenze",Centro Storico,Entire home/apt,$133.00,4.92,238,43.77188,11.26807,2,5
Work from home in Florence near the Train Station!,Centro Storico,Entire home/apt,$69.00,4.61,592,43.77363,11.25082,31,3
Elegant Historic Apartment with Private Terrace,Centro Storico,Entire home/apt,$267.00,4.81,401,43.77644,11.25994,3,7
Elegant apartment in the earth of Florence,Centro Storico,Entire home/apt,$218.00,4.92,298,43.77453,11.26044,2,5
Spectacular Location Ponte Vecchio,Centro Storico,Entire home/apt,$765.00,4.99,185,43.76868,11.25316,3,6
Comfortable apartment in San Niccolo area,Centro Storico,Entire home/apt,$100.00,4.96,24,43.76365,11.25967,10,2
White Suite - Boboli Garden,Centro Storico,Entire home/apt,$99.00,4.81,77,43.76346,11.24288,2,6
Characteristic Artist's Apartment,Centro Storico,Entire home/apt,$82.00,4.86,651,43.77196,11.26362,2,3
Host by Beautiful apartment in Santo Spirito,Centro Storico,Entire home/apt,$67.00,4.85,89,43.76617,11.24589,2,2
Eclectic and artistic PH in the heart of Florence,Centro Storico,Entire home/apt,$96.00,4.79,151,43.76533,11.25817,2,4
Central bedroom near Duomo. Best location (lift),Centro Storico,Private room,$111.00,4.79,28,43.77109,11.25798,2,3
PIAZZA PITTI -CENTER FLORENCE,Centro Storico,Entire home/apt,$104.00,4.7,271,43.76836698731482,11.248951756121956,3,4
"Boboli, flat with private courtyard",Centro Storico,Entire home/apt,$118.00,4.89,140,43.76296,11.24392,3,4
Michelangelo Square - in Greenery,Gavinana Galluzzo,Entire home/apt,,4.15,231,43.75099,11.26475,31,2
typical apartament into city center,Centro Storico,Entire home/apt,$62.00,4.72,66,43.76484,11.24504,31,3
Sunlight Fortezza,Rifredi,Entire home/apt,$98.00,4.67,221,43.78415,11.24711,3,4
"B David Museum,central,GirasoleRoom,privateBath",Centro Storico,Private room,$65.00,4.62,557,43.77729,11.25883,1,3
"Santo Spirito, Pitti - 3BR in Oltrarno",Centro Storico,Entire home/apt,$334.00,4.69,16,43.76718,11.24831,5,5
Terrace on the River - Garage,Campo di Marte,Entire home/apt,$230.00,4.75,181,43.765811920166016,11.28070831298828,7,10
Florence Superior Duomo Apt 316,Centro Storico,Entire home/apt,$270.00,4.88,426,43.77494,11.2571,2,4
Florence  Duomo Apt 318,Centro Storico,Entire home/apt,$265.00,4.79,481,43.77347,11.25658,2,2
The Most Beautiful District in Florence,Centro Storico,Entire home/apt,$79.00,4.67,683,43.76374,11.26201,1,4
cubo verde,Campo di Marte,Entire home/apt,$80.00,4.76,89,43.78244,11.27653,6,3
Apartment in Santo Spirito,Centro Storico,Entire home/apt,$110.00,4.79,158,43.76186,11.24474,2,4
La Gabbia del Grillo <Rosetta> (A-11),Centro Storico,Entire home/apt,$189.00,4.87,386,43.77327,11.25835,1,2
Spina & Nico's apartment,Campo di Marte,Private room,,4.96,285,43.77341,11.29453,3,2
Flat in the heart of Borgo San Frediano Florence,Centro Storico,Entire home/apt,$150.00,4.85,47,43.768379,11.241025,4,2
historic apartment heart florence,Centro Storico,Entire home/apt,$236.00,4.62,457,43.77301,11.26316,3,6
Azeglio,Centro Storico,Entire home/apt,$510.00,4.46,154,43.77463,11.26677,3,12
"WiFi CITY CENTER, SINGLE STANDARD ROOM",Centro Storico,Private room,$35.00,4.68,69,43.77203,11.25935,31,1
Studio Suite - near Piazza Signoria,Centro Storico,Entire home/apt,$116.00,4.8,49,43.77137,11.25585,3,2
Appartamento Liberty con Terrazza,Gavinana Galluzzo,Entire home/apt,,4.7,30,43.76229095458984,11.284201622009276,3,2
VENERE: ARTISTIC FLAT WITH TERRACE,Centro Storico,Entire home/apt,$152.00,4.78,81,43.76504,11.24592,3,5
ELEGANCE ANGELI MAISON WITH TERRACE,Centro Storico,Entire home/apt,$361.00,4.81,129,43.76466,11.24624,3,9
"Bright Red Suite, Medici chapel",Centro Storico,Entire home/apt,$175.00,4.96,157,43.77482,11.25249,3,5
Chiardiluna Ground Floor,Isolotto Legnaia,Entire home/apt,$102.00,4.95,43,43.76959,11.23383,2,3
Cosimo Lovely Apt - Piazza Signoria,Centro Storico,Entire home/apt,$170.00,4.92,395,43.77078,11.25616,2,4
A casa di Lilli - Beautiful double room (garden),Campo di Marte,Private room,$117.00,4.76,25,43.78422,11.27733,2,2
A casa di Lilli - Beautiful double room + terrace,Campo di Marte,Private room,$127.00,4.75,63,43.78354,11.27883,2,2
A casa di Lilli - Room in typical villa + garden,Campo di Marte,Private room,$127.00,4.91,54,43.78207,11.27845,2,2
Orange room with private bathroom.Accademia Museum,Centro Storico,Private room,$59.00,4.63,506,43.77731,11.25876,2,3
Flat in Villa Firenze sight Fiesole,Campo di Marte,Entire home/apt,$270.00,4.65,34,43.79402,11.28502,5,6
San Gallo Suite in Florence Center,Centro Storico,Entire home/apt,$124.00,4.83,465,43.78019,11.25963,1,6
Piazza Ciompi With Graden,Centro Storico,Entire home/apt,$400.00,4.72,159,43.77089,11.26506,2,10
Charming & cool appartment in florence,Centro Storico,Entire home/apt,$200.00,4.99,83,43.76283264160156,11.243823051452637,2,3
FIRENZE SANTA CROCE (CONCE),Centro Storico,Entire home/apt,$141.00,4.67,16,43.76787,11.26409,31,5
Characteristic apartment in the heart of Florence,Centro Storico,Entire home/apt,$130.00,4.85,394,43.76609,11.25521,3,2
Flat in Historical Center Signoria,Centro Storico,Entire home/apt,$217.00,4.94,392,43.76911,11.25596,3,4
Contemporary loft in Florence,Rifredi,Private room,$36.00,4.82,135,43.7882,11.25816,1,1
FIRENZE PECAN (SAN GIUSEPPE),Centro Storico,Entire home/apt,$104.00,4.89,54,43.76751,11.26392,5,2
A very nice flat in Florence,Centro Storico,Entire home/apt,$73.00,4.54,57,43.76178,11.23107,2,3
Houseof the sculptor.florentinestyl,Centro Storico,Entire home/apt,$81.00,4.23,402,43.76805,11.24102,3,4
Sunny & quiet at Porta San Frediano,Isolotto Legnaia,Entire home/apt,$64.00,4.67,50,43.77137,11.23665,6,2
Apartment Vincent,Centro Storico,Entire home/apt,$146.00,4.45,31,43.78108,11.25697,1,5
Luxury Loft with Air Conditioning in the city cent,Centro Storico,Entire home/apt,$308.00,4.61,134,43.77288,11.25425,1,8
Cozy & Bright Flat S. Maria Novella 2Bathrooms,Centro Storico,Entire home/apt,$182.00,4.88,567,43.77373,11.24744,2,4
Elegant Apartment in the heart of Florence,Centro Storico,Entire home/apt,$145.00,4.86,42,43.77445,11.25901,3,4
Apartment  Orchid San Zanobi,Centro Storico,Entire home/apt,$151.00,4.52,157,43.77845764160156,11.254572868347168,2,4
Giglio Tornabuoni Apartment,Centro Storico,Entire home/apt,,4.55,20,43.77093,11.25069,31,4
Florence Rive Gauche San Damiano  Dine Overlooking Rooftops,Centro Storico,Entire home/apt,$95.00,4.92,321,43.76913,11.24553,2,2
L'Aranceto Guest House - Old Mosaic room,Centro Storico,Private room,$88.00,4.45,364,43.784889221191406,11.231990814208984,1,3
L'Aranceto Guest House - Cherubini room,Centro Storico,Private room,$72.00,4.46,404,43.78489,11.23199,1,3
L'Aranceto Guest House - Orange Kiss room,Centro Storico,Private room,$86.00,4.42,272,43.784889221191406,11.231990814208984,1,2
L'Aranceto Guest House - Florence in Red Room,Centro Storico,Private room,,4.55,425,43.784889,11.231991,1,2
L'Aranceto Guest House - Old Basin room,Centro Storico,Private room,$72.00,4.44,369,43.784889,11.231991,1,3
"Piccola  ""dimora la Petraia""",Rifredi,Entire home/apt,$106.00,4.67,3,43.81579,11.22975,3,3
The real heart of Florence's center,Centro Storico,Private room,$116.00,4.57,373,43.7744,11.25421,2,3
F- Your Lovely Nest In Oltrarno,Centro Storico,Private room,$113.00,4.71,462,43.76756,11.2403,2,2
San Giorgio near Ponte Vecchio,Centro Storico,Entire home/apt,$99.00,4.63,259,43.76655,11.25467,1,3
DESIGN APARTMENTS FLORENCE ALAIN FREE WI-FI,Centro Storico,Entire home/apt,$155.00,4.87,110,43.77352,11.253,2,4
DESIGN APARTMENTS FLORENCE SERENA FREE WI-FI,Centro Storico,Entire home/apt,$138.00,5.0,10,43.78045,11.26242,2,4
"Room "" Watercolour"" Casa Rosati",Campo di Marte,Private room,$50.00,4.91,303,43.78351,11.28768,2,1
"Room ""Disegno"" Casa Rosati",Campo di Marte,Private room,$50.00,4.89,143,43.78134,11.28764,2,2
Ippolito comfort e stile nel cuore di  Firenze,Centro Storico,Entire home/apt,$124.00,4.89,311,43.77656173706055,11.244621276855469,2,3
Cleopatra central apartment in Florence,Centro Storico,Entire home/apt,$144.00,4.82,285,43.77793884277344,11.25453758239746,2,4
special room yellow florence....,Campo di Marte,Private room,$49.00,4.6,430,43.78758,11.27186,1,2
NICE APARTMENT in FLORENCE (4 bedrooms + parking),Isolotto Legnaia,Entire home/apt,$143.00,4.69,259,43.7788,11.19832,1,8
L'Aranceto Guest House - Light Flower room,Centro Storico,Private room,$86.00,4.5,62,43.784889221191406,11.231990814208984,1,3
L'Aranceto Guest House - Golden Floor room,Centro Storico,Private room,$72.00,4.48,239,43.784889221191406,11.231990814208984,1,3
Delightful flat in front of Santa Croce,Centro Storico,Entire home/apt,$186.00,4.69,77,43.76956,11.26036,3,3
Appartamento esclusivo in Piazza Strozzi,Centro Storico,Entire home/apt,$331.00,4.94,376,43.77074,11.25212,3,4
My Florence Home Santa Croce,Centro Storico,Entire home/apt,$135.00,4.94,135,43.77148,11.26388,3,3
Nice romantic room in Florence,Rifredi,Private room,$40.00,4.85,146,43.79264,11.22029,31,2
"Classic apt, 2steps from the Duomo",Centro Storico,Entire home/apt,$174.00,4.49,160,43.77563,11.25955,2,4
RUSTICI APPARTAMENTO With Terrace,Centro Storico,Entire home/apt,$222.00,4.5,78,43.76857,11.25879,2,6
COFFEEhouse/casaBARTHEL,Gavinana Galluzzo,Entire home/apt,$171.00,4.88,67,43.73192,11.21062,3,2
Your romantic paradise,Centro Storico,Entire home/apt,$96.00,4.92,174,43.7705,11.24995,6,2
"Firenze, Giardini di Boboli, Garage",Centro Storico,Entire home/apt,$140.00,5.0,3,43.75913,11.24997,3,4
Florence 360°,Centro Storico,Entire home/apt,$153.00,4.86,482,43.76739,11.2502,1,4
PICCOLO PAPA - Charming flat in a 1860's Villa,Centro Storico,Entire home/apt,$140.00,5.0,1,43.7595,11.24209,3,3
GIOVANNI - Studio facing large terrace,Centro Storico,Entire home/apt,$130.00,5.0,1,43.75815,11.24168,3,1
MICHELE - Penthouse with sleeping loft,Centro Storico,Entire home/apt,$158.00,5.0,2,43.76003,11.24307,3,4
DEL BOLOGNA - Romantic apt. with Sleeping Loft,Centro Storico,Entire home/apt,$150.00,5.0,1,43.7591,11.24226,3,2
GHEGA - Lovely apartment facing large terrace,Centro Storico,Entire home/apt,$170.00,,0,43.7591,11.24226,3,2
GUIDO - Studio facing large terrace,Centro Storico,Entire home/apt,$170.00,5.0,7,43.76003,11.24265,3,4
Pepi Apartment,Centro Storico,Entire home/apt,,4.51,77,43.77022,11.26301,31,2
san zanob37 s house florence center,Centro Storico,Entire home/apt,$332.00,4.66,74,43.77895,11.25507,1,12
In the heart of Florence,Centro Storico,Entire home/apt,$89.00,4.61,295,43.76864,11.26069,3,3
Ponte Vecchio Tower,Centro Storico,Entire home/apt,,4.48,502,43.76724,11.25345,2,4
appartamento in santa trinita,Centro Storico,Entire home/apt,$160.00,4.85,533,43.76996,11.25198,3,3
Sweet house in Florence!,Campo di Marte,Entire home/apt,$173.00,4.25,4,43.77157,11.27814,31,2
Little Florentine heaven,Rifredi,Entire home/apt,$176.00,4.59,73,43.78797,11.25263,2,2
Lilium elegant Suite,Centro Storico,Entire home/apt,$164.00,4.82,157,43.776516,11.246037,3,6
Studio apt Ancient Palazzo,Centro Storico,Entire home/apt,$120.00,4.69,215,43.77194,11.25813,3,2
"Maggio apartment, Pitti Square",Centro Storico,Entire home/apt,$144.00,4.61,38,43.76722,11.24862,3,4
Affittacamere Il Fico - Stare d'Incanto,Centro Storico,Private room,$25.00,4.68,599,43.78139,11.24384,2,2
CERAMIChouse/casaBARTHEL  15' from the City Center,Gavinana Galluzzo,Entire home/apt,$151.00,4.83,95,43.73207,11.21049,3,2
FARMERShouse/casaBARTHEL 15' from the City Center,Gavinana Galluzzo,Entire home/apt,,4.84,170,43.73206,11.21048,3,2
Apartment Ricasoli,Centro Storico,Entire home/apt,$125.00,4.53,51,43.77368091654308,11.257865227182206,1,5
OASI IN THE HEART OF FLORENCE,Centro Storico,Entire home/apt,$250.00,4.92,545,43.768414,11.258753,2,4
TREEhouse/casaBARTHEL,Gavinana Galluzzo,Entire home/apt,$247.00,4.89,795,43.73198,11.21041,1,2
Pitti House,Centro Storico,Entire home/apt,$68.00,4.65,133,43.76628,11.24628,2,2
PAINTER HOME,Rifredi,Entire home/apt,$56.00,4.86,35,43.79175,11.24842,31,2
Appartamento luminoso a S. Croce,Centro Storico,Entire home/apt,$90.00,4.7,10,43.76944,11.26452,10,3
Appartamento in centro a Firenze,Centro Storico,Entire home/apt,$50.00,4.0,6,43.78099,11.25527,31,3
Colonna,Centro Storico,Entire home/apt,$60.00,4.72,188,43.77521,11.26408,2,2
Apartment in Historical Center,Centro Storico,Entire home/apt,$129.00,4.84,111,43.76924,11.24668,4,4
Beautiful flat. 2 steps from Duomo.,Centro Storico,Entire home/apt,$123.00,4.45,75,43.77550935032752,11.25932741165161,4,4
"A romantic ""Casa Torre 'del 300""",Centro Storico,Entire home/apt,$74.00,4.73,348,43.76403,11.25712,2,6
"Flat Piazza Signoria, 4/6 persons",Centro Storico,Entire home/apt,$169.00,4.84,63,43.77124,11.25352,3,6
Via Panzani Apartment Near The train station,Centro Storico,Entire home/apt,$229.00,4.49,179,43.77381,11.25173,2,4
Studio Appartment near Sta Croce Superb Location,Centro Storico,Entire home/apt,$72.00,4.63,149,43.77024,11.26456,2,3
Ancient building near Pont Vecchio,Centro Storico,Entire home/apt,$117.00,4.67,170,43.76489,11.24664,3,5
Ghibellina 22 Apartment Renewed 2019,Centro Storico,Entire home/apt,$135.00,4.78,70,43.76936,11.26801,2,4
Double room with shower,Rifredi,Private room,,4.51,58,43.78333,11.25402,2,2
"Mike's Home Tornabuoni - With 2 Bikes, Wi-Fi & AC!",Centro Storico,Entire home/apt,$163.00,4.95,632,43.77056,11.25081,2,2
City center with beautiful view,Centro Storico,Entire home/apt,$100.00,4.89,37,43.76876,11.26427,4,4
Parking Privato+Desayuno+Tranvía/Tren al Centro,Rifredi,Entire home/apt,$90.00,4.81,237,43.80186,11.24226,3,3
the roof terrace,Centro Storico,Entire home/apt,$235.00,4.96,74,43.76813,11.26006,2,7
